Identifier,Text,Source,Type,TimeStamp
cleaned_content.txt_123,"If you signed up for Marketplace coverage instead and received a premium tax credit in 2022, information on Form 1095-C will help you determine whether you were eligible for the tax credit (for example, if the cost of your employer health plan in 2022 was more than 9.61% of your household income that year.)
If you signed up for Marketplace coverage and received a premium tax credit, and if your employer offered you coverage that is determined to be affordable, you may have to repay some or all of the tax credit you received in 2022.""
""Q: I had health insurance last year through a Marketplace plan and also received advanced premium tax credits to reduce my monthly premium.
Since the Marketplace already determined that I was eligible for the tax credit, do I still have to file a federal income tax return for the year?
"",""A: Yes.
You are required to file a federal income tax return for any year in which you received a premium tax credit.
When you file, you will have to calculate how much tax credit you were actually eligible for in that year.
The Marketplace determination you received last year was based on your good faith estimate of what your annual income would be.
When you file your tax return, you will report your actual  income.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_124,"When you file your tax return, you will report your actual  income.
If your actual income turned out to be higher than you had estimated, you may have to repay some or all of the advanced premium tax credit (APTC) that was paid on your behalf during the year.
If your actual income turned out to be lower than you had estimated, you will be able to claim additional tax credit amounts as a tax refund.
To calculate this, you will need two special tax forms.
In January you will receive a form 1095-A in the mail from your health insurance Marketplace.
This form will indicate the amount of APTC that was paid to your health plan last year.
When you file your federal income tax return, you will also need to file Form 8962.
The instructions for Form 8962 will walk you through the steps to calculate the amount of tax credit that you were eligible for based on a final calculation of your actual income.
Once youve completed this form, you will know whether you are required to repay some of the APTC or whether you are owed additional premium tax credit.""
Q: What is Form 8962?,""A: Form 8962 is a form you must file with your federal income tax return for a year if you received an advanced premium tax credit through the Marketplace during that year.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_125,"At Open Enrollment, when you apply for a premium tax credit for the coming year, your advanced tax credit amount is based on your estimated income for the coming year.
In the following year, when you file your tax return, you will know what your actual income was for that year.
If you underestimated your income at Open Enrollment, you might have received too much premium tax credit during the year, in which case you might have to repay some or all of the excess amount.
If you overestimated your income at Open Enrollment, you might be owed additional tax credit, which you can take as a tax refund when you file.
You must use Form 8962 to reconcile your estimated and actual income for the year.
Even if you estimated your income perfectly, you must complete form 8962 and submit it with your federal tax return.
In general, it is very important to file your federal tax return with Form 8962 for any year you received an advanced premium tax credit.
If you dont file Form 8962, the IRS will call this a failure to reconcile, and you could be prevented from applying for Marketplace premium tax credits in the future.""
""Q: Last year, during Open Enrollment, I applied for financial assistance and the Marketplace determined I was eligible for premium tax credits.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_126,"Toward the end of this year, though, I lost my job and my total income for this year ended up being just under 100% of the federal poverty level.
Will I have to repay the premium tax credits that reduced my premiums all year?
Ver en Espaol"",""A: No, there is a special rule to protect people in your circumstance.
If the Marketplace found you were eligible for premium tax credits at the time you enrolled (because your best estimate at that time was that your annual income would be at least 100% of the federal poverty level), and if your income later fell below the poverty level, you are still eligible for the tax credits you received last year.
You will not be required to repay the premium tax credit when you file your tax return.
To benefit from this special rule, advanced premium tax credit must have been authorized and paid for one month or more during the year.""
""Q: I had health insurance last year through a Marketplace plan but paid the full premium myself during the year.
Now that Ive done my taxes, I know my income for the year was less than 400% of the federal poverty level, so I may be eligible for a tax credit.
Can I still get it?
"",""A: Yes.
Premium tax credits can be claimed in advance (during the year) or at year end when you file your taxes.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_127,"To claim the credit, you will need to file a federal income tax return and Form 8962.
Follow the instructions on Form 8962 to determine the amount of tax credit you should receive as a tax refund when you file your taxes.""
Q: I received a Form 1095-A from the Marketplace.
What is that?,""A: Form 1095-A gives you information about the amount of advanced premium tax credit (APTC) that was paid during the year to your health plan in order to reduce your monthly premium.
This information was also reported to the IRS.
The APTC paid on your behalf during the year was based on the annual income you estimated you would earn when you signed up for Marketplace coverage.
Now you must file a federal income tax return to compute your actual income for that coverage year.
You will have to include Form 8962 with your return.
Instructions for this form will help you calculate how the APTC compares to the amount of premium tax credit you were eligible for.
If your actual income was lower than what you estimated, you are eligible for a larger premium tax credit and can claim the difference as a refund when you file your tax return.
If your income was higher than what you estimated, you are eligible for less premium tax credit and might have to pay back some or all of the difference when you file your return.""",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_128,"""Q: I received a form 1095-A from the Marketplace, but I believe information on it is incorrect.
What do I do?
"",""A: You should contact the Marketplace to call the mistake to their attention and request a corrected form 1095-A.
Information on 1095-A is also reported to the IRS, so it is important that you get a corrected form before you file your income tax return.""
Q: I notice short-term policies are for sale outside of the Marketplace and they are cheaper than many other policies.
What is a short-term policy?,""A: As the name implies, a short-term health insurance policy offers coverage for a period of less than 12 months.
Many offer coverage for just 3 to 6 months.
Beyond that term, coverage generally can only be continued if the insurance company agrees.
This is sometimes called a non-guaranteed-renewable policy.
If youve made claims since you bought the short-term policy, the insurer can, and likely will refuse to continue coverage once the policy term ends.
In addition, short-term policies do not offer other protections found in Marketplace plans.
For example, short-term policies can exclude coverage of pre-existing conditions.
Short-term policies also typically do not cover essential health benefits such as prescription drugs, mental health care, substance abuse treatment, or maternity care.""
Q: Are short-term policies for sale in the Marketplace?,A: No.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_129,"Q: Are short-term policies for sale in the Marketplace?,A: No.
Only policies that meet ACA standards can be offered through the Marketplace.
Q: I am eligible for premium tax credits.
Can I apply those to a short-term policy?,A: No.
Only polices offered through the Marketplace are eligible for premium tax credits.
Q: Can a short-term policy turn me down if I have a pre-existing condition?,""A: Yes.
In general, the application for short-term policies will ask questions about your current health status and your health history.
Depending on your answers, if you have or have had a pre-existing condition you might be turned down or charged more.
How short-term policies treat you also depends on where you live.
A few states have passed laws to prohibit short-term policies from discriminating based on health status.""
Q: I heard about a short-term policy that has an option to renew.
Does that mean I can keep it even if I get sick after buying the policy?,""A: Maybe.
Under regulations issued by the Trump Administration, short-term policies can include renewal features that would enable people to continue coverage for up to three years.
However, before buying the policy, it would be important to know if the policy is renewable at your option or at the option of the insurance company.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_130,"If it is only renewable at the insurers option, you probably wouldnt be allowed to renew after you get sick.
It would also be very important to ask about how renewal premiums will be set.
Short-term policies in most states are allowed to set premiums, including renewal premiums, based on health status.
So if you do get sick, even if you have the right to renew the policy, you might not be able to afford to keep it.
Finally, short-term policies exclude pre-existing conditions.
At renewal, any health condition that you developed while covered under the policy can now be considered pre-existing, and so any care related to it wont be covered.""
""Q: Im pretty healthy now.
Does it make sense to buy a cheaper, short-term policy now, and then go back to a Marketplace policy if I do get sick?
"",""A: That strategy involves some risks.
First, if you do get sick while covered under a short-term policy, it might not cover benefits for the care you need.
For example, many short-term policies dont cover, or only provide limited coverage for prescription drugs.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_131,"For example, many short-term policies dont cover, or only provide limited coverage for prescription drugs.
Second, if you do get sick while covered under a short-term policy, the insurer can look back to see if your condition could be considered pre-existing.  For example, if you are diagnosed with cancer, the insurer might decide the cancer was growing in you before you bought the policy, even though you didnt know it, and so exclude coverage for the pre-existing condition.
Third, if you become seriously ill or injured while covered under a short-term policy, the insurer will most likely refuse to sell you new coverage once your policy term ends.
At that point, you might be able to buy a comprehensive policy through the Marketplace that wont turn you down, but these are only offered during annual Open Enrollment periods and new coverage wont start until January 1.
That means you could be  uninsured for many weeks or months before new Marketplace coverage begins.
Loss of coverage under a short-term policy will not make you eligible for a special enrollment period to buy Marketplace coverage mid-year.""
Q: I notice some insurers offer the option to buy two or more consecutive short-term policies with no medical underwriting required after the first application.
So does that mean Id be covered if I buy a sequence of short-term policies and then get sick?,""A: Probably not.
Each of the consecutive policies that you would buy would likely include a pre-existing condition exclusion.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_132,"Each of the consecutive policies that you would buy would likely include a pre-existing condition exclusion.
So, for example, if you are healthy enough to buy two consecutive short-term policies today, and then you get cancer while covered under the first policy, your cancer would be considered a pre-existing condition when the second policy starts and so would be excluded from coverage under the second policy.
By contrast, a qualified health plan sold through the Marketplace will never exclude pre-existing conditions.""
Q: Are short-term policies available everywhere?,""A: No.
Several states have prohibited the sale of short-term policies unless they follow all of the standards that apply to plans sold through the Marketplace  including standards prohibiting discrimination against people based on their pre-existing conditions.
These states include California, Massachusetts, New Jersey, and New York; other states may consider similar action in the future.""
Q: An agent offered to sell me a policy that pays $100 per day when youre in the hospital.
Does that count as Minimum Essential Coverage?,""A: No.
Some types of coverage do not qualify as minimum essential coverage.
These include hospital indemnity policies (that pay a fixed dollar amount per day when you are hospitalized), discount plans, short-term nonrenewable policies, or plans that provide coverage only for a specific disease (i.e., cancer-only policies).",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_133,"Companies that sell these products, also called excepted benefits, are required to notify you if they dont qualify as minimum essential coverage.
If you receive such a notice, at a minimum, ask more questions about how the policy might cover pre-existing conditions or protect you from unaffordable medical bills.
Be aware that excepted benefit policies are not an equivalent substitute for Marketplace policies that meet Affordable Care Act standards.""
Q: Can I buy health insurance outside of the Marketplace that meets all ACA standards?,""A: Yes.
Many insurers that offer policies through the Marketplace also offer identical policies outside of the Marketplace, in the individual health insurance market.
These ACA-compliant policies also will meet all ACA standards.
They will cover essential health benefits; and they wont turn you down, charge you more, or limit coverage based on your pre-existing condition.
In addition, ACA-compliant policies will be offered only during Open Enrollment, or at other times during the year, only to people who are eligible for a special enrollment period (SEP).
Sometimes people prefer to buy outside of the Marketplace, for example, when they are sure they wont qualify for financial assistance.
However, many other policies that are not ACA-compliant are also for sale outside of the Marketplace, and this can make comparison-shopping more complicated.
Some signs that a health policy is not ACA-compliant include:",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_134,"The application asks questions about your health status or health history
The policy doesnt cover essential benefits, such as maternity care or prescription drugs
The policy has annual or lifetime dollar caps on covered benefits
The policy is offered for sale outside of Open Enrollment to people regardless of whether theyre eligible for an SEP, for example, because they recently lost other coverage
Plans that are not ACA-compliant, including short-term health insurance, may have lower premiums because they can exclude people with pre-existing conditions and offer more limited benefits.
If you are shopping outside of the Marketplace and you want an ACA-compliant policy, be sure to specify that to the insurer or broker youre working with.
Finally, even if you think you wont qualify for financial assistance, it still might be worthwhile to shop for coverage on the Marketplace.
All policies offered through the Marketplace will meet ACA standards; no other non-compliant products are sold there.""
Q: Who is eligible for Marketplace premium tax credits?,""A: Premium tax credits are available to U.S. citizens and lawfully present immigrants who purchase coverage in the Marketplace and who have income at least as high as 100% of the federal poverty level.
Premium tax credits are also available to lawfully residing immigrants with incomes below 100% of the poverty line who are not eligible for Medicaid because of their immigration status.
(Generally, immigrants must lawfully reside in the U.S. for five years before they can become eligible for Medicaid.)",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_135,"In addition, to be eligible for the premium tax credits, individuals must not be eligible for public coverageincluding Medicaid, the Childrens Health Insurance Program, Medicare, or military coverageand must not have access to health insurance through an employer.
(There is an exception in cases when the employer plan is unaffordable because the employee share of the premium exceeds 9.12% of the employees income in 2023.
There is also an exception in cases where the employer plan doesnt provide a minimum level of coverage.)
Five states supplement marketplace subsidies for their residents.
In California, people with income up to 600 percent of the poverty line can qualify for additional state premium subsidies.
In New Jersey, subsidies are increased for residents with income up to 400 percent of poverty.
In Massachusetts, subsidies are increased for residents with income up to 300 percent of poverty.
Connecticut supplements premium and cost sharing subsidies for eligible families with income up to 175% of the poverty level.
Vermont also supplements premium and cost sharing subsidies.
Check these state marketplaces for more information.""
Q: Will recent changes to marketplace subsidies continue?,""A: Yes.
Enhancements to premium tax credits will continue to help make coverage more affordable in 2023 and through the end of 2025.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_136,"For example, for people earning up to 150% of the federal poverty level ($20,385 for an individual in 2023) the premium tax credit will cover the full cost of the benchmark silver plan.
At that income level, people will also be eligible for cost sharing subsidies that substantially reduce deductibles and copays under the benchmark plan.
People with higher incomes  above 400% FPL (or just over $54,000 for an individual in 2023)  will also qualify for premium tax credits that will limit what they have to contribute to the benchmark silver plan to no more than 8.5% of income.
For example, the national average premium for the benchmark silver marketplace plan for a 60-year old in 2022 is $929 per month.
But with tax credits, someone that age with income just above 400% FPL would only have to pay $390 per month for that benchmark plan.
You can use this  subsidy calculator to estimate the premium tax credit amounts that apply to you. ""
Q: I thought people who earn more than 4 times the federal poverty level are not eligible for Marketplace subsidies.
Has that changed?,""A: Yes, it has changed.
At least through the 2025 plan year, there is no income cap on marketplace premium subsidies.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_137,"At least through the 2025 plan year, there is no income cap on marketplace premium subsidies.
Instead, premium tax credits are now set so that people are not required to pay more than 8.5% of household income for the benchmark silver plan.
This is especially beneficial for older consumers whose age-rated premiums can otherwise be very expensive.
For example, the national average premium for the benchmark silver plan is nearly $1,000 per month for a 60-year-old.
Previously, someone who earned just above 4 times the poverty level had to pay that entire premium; but now tax credits will reduce what they pay to roughly $385 per month.""
Q: Can I get premium tax credits for health plans sold outside of the Marketplace?,A: No.
Premium tax credits are only available for coverage purchased in the Marketplace.
Q: Can I use the premium tax credit to reduce the cost of any Marketplace health plan?,""A: You can apply the premium tax credit to any Bronze, Silver, Gold, or Platinum plan offered through the Marketplace.
Premium tax credits cannot be applied to Catastrophic plans or to stand-alone dental plans.
If you are also eligible for cost sharing reductions, be aware that these can only be obtained through Silver plans offered in the Marketplace.""
Q: How do the premium tax credits work?,""A: Premium tax credits reduce your premium for most Marketplace policies.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_138,"The amount of the tax credit you may receive depends on your income and the cost of Marketplace health plans in your area.
The Marketplace will determine the expected contribution you are required to pay toward the premium for a mid-range (Silver) benchmark plan.
The expected contribution will increase on a sliding scale based on your 2023 income.
If your income is between the poverty level and 150% of the poverty level, the expected contribution you would be required to pay toward the benchmark plan is $0.
And, once your income reaches 400% of the poverty level, the expected contribution you would be required to pay toward the benchmark plan is 8.5% of your income.
The difference between the premium for the benchmark plan and your expected contribution equals the amount of your tax credit.
(You do not have to pay more than the actual premium for the plan.)
The Marketplace will tell you what that dollar amount is.
You can use that amount to help pay the premium for any Bronze, Silver, Gold, or Platinum plan offered in the Marketplace.
The credit cannot be used to pay for a Catastrophic plan.
Premium tax credits may be claimed at the end of the year, or you can apply for an advanced premium tax credit based on your estimated income for the up-coming year.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_139,"If you elect to receive an advanced credit, the government will pay 1/12 of the credit directly to your insurance company each month and the insurer will bill you for the rest of the premium.
Its important to keep in mind that when you apply for the premium tax credit during Open Enrollment, you may not know for sure what your income for the coverage year will be, so you will apply based on your best estimate.
Later, when you file your tax return, the IRS will compare your actual income to the amount of premium tax credit you claimed in advance.
If you underestimated your income and claimed too much premium tax credit, you might have to pay back some or all of the difference.
If you didnt receive all of the premium tax credit youre entitled to during the year, you can claim the difference when you file your tax return.
You should report any changes in your income during the year to the Marketplace, so your credit can be adjusted and you can avoid any significant repayments at the end of the year.""
Q: I signed up for a zero-premium bronze plan during Open Enrollment last year because thats all I could afford.
But Ive heard marketplace subsidies have since increased.
How will the increased subsidies help me?,""A: With the increased premium tax credits, you may now be able to afford a plan with a lower deductible.
During Open Enrollment, log into your Marketplace account and update your application to see the new premium subsidies in effect.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_140,"Plans with lower deductibles should be significantly more affordable than they were during the last Open Enrollment.  ""
Q: Should I claim a premium tax credit in advance or at the end of the year or some of both?,""A: Thats up to you.
You can have 1/12 of your annual premium tax credit paid directly to your health plan each month to reduce your monthly premium right away.
Or, if you can afford to, you can pay the entire health plan premium yourself up front and collect the premium tax credit in a lump sum next year when your file your tax return.
Or you can have some of the tax credit paid directly to your insurer in advance but save some to claim as a refund when you file your tax return at year end.
Keep in mind that when you apply for the premium tax credit during Open Enrollment, you wont necessarily know for sure what your income for the coverage year will be, so you will have to make your best estimate.
Later, when you file your tax return, the IRS will compare your actual income to the amount of premium tax credit you claimed in advance.
If you underestimated your income and claimed too much premium tax credit, you might have to pay back some or all of the difference.
If you didnt receive all of the premium tax credit youre entitled to during the year, you can claim the difference when you file your tax return.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_141,"If youre uncertain about your income for the coming year, remember that you can modify the amount of premium tax credit during the year if your income changes.
So, for example, if you are unemployed now, you can estimate your income will remain low all year and get a bigger tax credit; then if you get a new job during the year, you can report this increase in income to the Marketplace and reduce the amount of premium tax credit get for the rest of the year.""
Q: How do I apply for premium tax credits?,""A: On the health insurance Marketplace web site, you will find an Application for Health Coverage and Help Paying Costs.
Filling out the application online is the fastest, though you can also submit a paper application or call your Marketplace call center and apply over the phone.
The Application will ask you basic information about yourself (and any family members who are applying for coverage with you) including your Social Security number and information about your citizenship or immigration status.
It will also ask employment and income information, including whats on your most recent income tax return.
Once youve submitted the application, the Marketplace will let you know if you qualify for help paying for Qualified Health Plans it offers.
It will also let you know if you (or any members of your family) may be eligible for coverage through Medicaid or the Childrens Health Insurance Program.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_142,"To complete the Application for Health Coverage and Help Paying Costs online, you will need to create a secure personal account with a login ID and password.""
""Q: My spouse and I qualify for a premium tax credit, but our doctors participate in different health plan networks so we want to sign up for two separate plans.
Can we do that?
"",A: Yes.
The Marketplace will allocate the monthly premium tax credit across the two plans.
In most cases the Marketplace will allocate the monthly tax credit in proportion to the premiums for the two plans.
Q: Do I have to file a federal income tax return to get a premium tax credit?
My income is so low Im not required to file a tax return.,""A: Yes.
Even if you dont earn enough to owe taxes, if you receive a premium tax credit in a year, you must file a federal income tax return for that year.
If you dont file a return for a year in which you receive a premium tax credit, you might not be able to receive premium tax credits in the future.""
""Q: Im a young adult, newly independent from my parents, and I have never filed my own federal income tax return before.
Can I apply for premium tax credits this year?
Will that pose any problems?
"",""A: Yes, you can apply for premium tax credits this year.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_143,""",""A: Yes, you can apply for premium tax credits this year.
One challenge a young adult may face in her first year of financial independence from her parents can be verifying income.
The Marketplace verifies an applicants estimated income in real time, during the application process, using IRS data from recent federal income tax returns, and sometimes other data sources.
Because youve never filed an income tax return before, if the Marketplace cannot verify your income right away, you will receive a provisional (temporary) eligibility determination based on the income information you entered in your application.
The Marketplace will then give you a period of time (usually 90 days) to provide additional documentation of income.
Current pay stubs, bank deposit records, or other documentation may be appropriate, depending on your situation.""
""Q: If Ive not filed taxes in a prior year, how will the Marketplace determine my income?
"",""A: If an applicant did not file taxes in a prior year, income will be verified by the Marketplace through use of electronic wage data.
If the information cannot be verified electronically, the applicant may be asked to submit additional paper documentation within 90 days, such as pay stubs, a work contract or other verification of income.""
Q: I got health insurance last year through a Marketplace plan and also received advanced premium tax credits to reduce my monthly premium.
What happens if I dont file my federal income tax return this spring?",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_144,"What happens if I dont file my federal income tax return this spring?
What if I file but dont include Form 8962?,""A: For any year when you received advanced premium tax credits, you are required to file a federal income tax return, including Form 8962.
If you fail to do this  it is called failure to reconcile  you may be unable to apply for premium tax credits for the following year.
If you file a federal income tax return but dont include Form 8962, that is also considered a failure to reconcile and you may be prevented from applying for premium tax credits at the next Open Enrollment.
If this happens to you, be sure to remedy this failure as soon as you can.
You can still sign up for health insurance coverage for the coming year, but you wont be able to get advance premium tax credits until you have filed your prior-year tax return with Form 8962.""
Q: Who is eligible for Marketplace premium tax credits?,""A: Premium tax credits are available to U.S. citizens and lawfully present immigrants who purchase coverage in the Marketplace and who have income at least as high as 100% of the federal poverty level.
Premium tax credits are also available to lawfully residing immigrants with incomes below 100% of the poverty line who are not eligible for Medicaid because of their immigration status.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_145,"(Generally, immigrants must lawfully reside in the U.S. for five years before they can become eligible for Medicaid.)
In addition, to be eligible for the premium tax credits, individuals must not be eligible for public coverageincluding Medicaid, the Childrens Health Insurance Program, Medicare, or military coverageand must not have access to health insurance through an employer.
(There is an exception in cases when the employer plan is unaffordable because the employee share of the premium exceeds 9.12% of the employees income in 2023.
There is also an exception in cases where the employer plan doesnt provide a minimum level of coverage.)
Five states supplement marketplace subsidies for their residents.
In California, people with income up to 600 percent of the poverty line can qualify for additional state premium subsidies.
In New Jersey, subsidies are increased for residents with income up to 400 percent of poverty.
In Massachusetts, subsidies are increased for residents with income up to 300 percent of poverty.
Connecticut supplements premium and cost sharing subsidies for eligible families with income up to 175% of the poverty level.
Vermont also supplements premium and cost sharing subsidies.
Check these state marketplaces for more information.""
Q: Will recent changes to marketplace subsidies continue?,""A: Yes.
Enhancements to premium tax credits will continue to help make coverage more affordable in 2023 and through the end of 2025.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_146,"For example, for people earning up to 150% of the federal poverty level ($20,385 for an individual in 2023) the premium tax credit will cover the full cost of the benchmark silver plan.
At that income level, people will also be eligible for cost sharing subsidies that substantially reduce deductibles and copays under the benchmark plan.
People with higher incomes  above 400% FPL (or just over $54,000 for an individual in 2023)  will also qualify for premium tax credits that will limit what they have to contribute to the benchmark silver plan to no more than 8.5% of income.
For example, the national average premium for the benchmark silver marketplace plan for a 60-year old in 2022 is $929 per month.
But with tax credits, someone that age with income just above 400% FPL would only have to pay $390 per month for that benchmark plan.
You can use this  subsidy calculator to estimate the premium tax credit amounts that apply to you. ""
Q: I thought people who earn more than 4 times the federal poverty level are not eligible for Marketplace subsidies.
Has that changed?,""A: Yes, it has changed.
At least through the 2025 plan year, there is no income cap on marketplace premium subsidies.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_147,"At least through the 2025 plan year, there is no income cap on marketplace premium subsidies.
Instead, premium tax credits are now set so that people are not required to pay more than 8.5% of household income for the benchmark silver plan.
This is especially beneficial for older consumers whose age-rated premiums can otherwise be very expensive.
For example, the national average premium for the benchmark silver plan is nearly $1,000 per month for a 60-year-old.
Previously, someone who earned just above 4 times the poverty level had to pay that entire premium; but now tax credits will reduce what they pay to roughly $385 per month.""
Q: Can I get premium tax credits for health plans sold outside of the Marketplace?,A: No.
Premium tax credits are only available for coverage purchased in the Marketplace.
Q: Can I use the premium tax credit to reduce the cost of any Marketplace health plan?,""A: You can apply the premium tax credit to any Bronze, Silver, Gold, or Platinum plan offered through the Marketplace.
Premium tax credits cannot be applied to Catastrophic plans or to stand-alone dental plans.
If you are also eligible for cost sharing reductions, be aware that these can only be obtained through Silver plans offered in the Marketplace.""
Q: How do the premium tax credits work?,""A: Premium tax credits reduce your premium for most Marketplace policies.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_148,"The amount of the tax credit you may receive depends on your income and the cost of Marketplace health plans in your area.
The Marketplace will determine the expected contribution you are required to pay toward the premium for a mid-range (Silver) benchmark plan.
The expected contribution will increase on a sliding scale based on your 2023 income.
If your income is between the poverty level and 150% of the poverty level, the expected contribution you would be required to pay toward the benchmark plan is $0.
And, once your income reaches 400% of the poverty level, the expected contribution you would be required to pay toward the benchmark plan is 8.5% of your income.
The difference between the premium for the benchmark plan and your expected contribution equals the amount of your tax credit.
(You do not have to pay more than the actual premium for the plan.)
The Marketplace will tell you what that dollar amount is.
You can use that amount to help pay the premium for any Bronze, Silver, Gold, or Platinum plan offered in the Marketplace.
The credit cannot be used to pay for a Catastrophic plan.
Premium tax credits may be claimed at the end of the year, or you can apply for an advanced premium tax credit based on your estimated income for the up-coming year.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_149,"If you elect to receive an advanced credit, the government will pay 1/12 of the credit directly to your insurance company each month and the insurer will bill you for the rest of the premium.
Its important to keep in mind that when you apply for the premium tax credit during Open Enrollment, you may not know for sure what your income for the coverage year will be, so you will apply based on your best estimate.
Later, when you file your tax return, the IRS will compare your actual income to the amount of premium tax credit you claimed in advance.
If you underestimated your income and claimed too much premium tax credit, you might have to pay back some or all of the difference.
If you didnt receive all of the premium tax credit youre entitled to during the year, you can claim the difference when you file your tax return.
You should report any changes in your income during the year to the Marketplace, so your credit can be adjusted and you can avoid any significant repayments at the end of the year.""
Q: I signed up for a zero-premium bronze plan during Open Enrollment last year because thats all I could afford.
But Ive heard marketplace subsidies have since increased.
How will the increased subsidies help me?,""A: With the increased premium tax credits, you may now be able to afford a plan with a lower deductible.
During Open Enrollment, log into your Marketplace account and update your application to see the new premium subsidies in effect.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_150,"Plans with lower deductibles should be significantly more affordable than they were during the last Open Enrollment.  ""
Q: Should I claim a premium tax credit in advance or at the end of the year or some of both?,""A: Thats up to you.
You can have 1/12 of your annual premium tax credit paid directly to your health plan each month to reduce your monthly premium right away.
Or, if you can afford to, you can pay the entire health plan premium yourself up front and collect the premium tax credit in a lump sum next year when your file your tax return.
Or you can have some of the tax credit paid directly to your insurer in advance but save some to claim as a refund when you file your tax return at year end.
Keep in mind that when you apply for the premium tax credit during Open Enrollment, you wont necessarily know for sure what your income for the coverage year will be, so you will have to make your best estimate.
Later, when you file your tax return, the IRS will compare your actual income to the amount of premium tax credit you claimed in advance.
If you underestimated your income and claimed too much premium tax credit, you might have to pay back some or all of the difference.
If you didnt receive all of the premium tax credit youre entitled to during the year, you can claim the difference when you file your tax return.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_151,"If youre uncertain about your income for the coming year, remember that you can modify the amount of premium tax credit during the year if your income changes.
So, for example, if you are unemployed now, you can estimate your income will remain low all year and get a bigger tax credit; then if you get a new job during the year, you can report this increase in income to the Marketplace and reduce the amount of premium tax credit get for the rest of the year.""
Q: How do I apply for premium tax credits?,""A: On the health insurance Marketplace web site, you will find an Application for Health Coverage and Help Paying Costs.
Filling out the application online is the fastest, though you can also submit a paper application or call your Marketplace call center and apply over the phone.
The Application will ask you basic information about yourself (and any family members who are applying for coverage with you) including your Social Security number and information about your citizenship or immigration status.
It will also ask employment and income information, including whats on your most recent income tax return.
Once youve submitted the application, the Marketplace will let you know if you qualify for help paying for Qualified Health Plans it offers.
It will also let you know if you (or any members of your family) may be eligible for coverage through Medicaid or the Childrens Health Insurance Program.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_152,"To complete the Application for Health Coverage and Help Paying Costs online, you will need to create a secure personal account with a login ID and password.""
""Q: My spouse and I qualify for a premium tax credit, but our doctors participate in different health plan networks so we want to sign up for two separate plans.
Can we do that?
"",A: Yes.
The Marketplace will allocate the monthly premium tax credit across the two plans.
In most cases the Marketplace will allocate the monthly tax credit in proportion to the premiums for the two plans.
Q: Do I have to file a federal income tax return to get a premium tax credit?
My income is so low Im not required to file a tax return.,""A: Yes.
Even if you dont earn enough to owe taxes, if you receive a premium tax credit in a year, you must file a federal income tax return for that year.
If you dont file a return for a year in which you receive a premium tax credit, you might not be able to receive premium tax credits in the future.""
""Q: Im a young adult, newly independent from my parents, and I have never filed my own federal income tax return before.
Can I apply for premium tax credits this year?
Will that pose any problems?
"",""A: Yes, you can apply for premium tax credits this year.",https://www.healthcare.gov/,ACA,5/11/2023
